stopword removal,Score,Sentiment
prof tolong novel bumi manusianya dijejerkan adikadiknya kasihan hehe,1,Positif
orang orang hebat memikirkan rakyat sejahtera jiwa nasionalis jujur iklas semoga lindungan allah prabowo mentri pendidikan memasukan kurikulum akhlak wajib perguruan generasi kuat cerdas jenius akhlak sia hidupnya,-1,Negatif
orang taunya jokowi dibiayai riza chalid membiayai anies baswedan surya paloh,0,Netral
setyo novanto tandai,0,Netral
semoga prabowo terpengaruh pembisik,-1,Negatif
perubahan elbepe pembisik,1,Positif
megawati kebusukan pemerintah era soharto pemegang kunci berani lawan tunduk just kidd,0,Netral
rekaman diskusi dicopy diamankan,0,Netral
pengadilan adil negara pengadilan rakyat,0,Netral
cerita cerita sakit hati penjajahan lakukan bangsa mending merdeka pemerintahan hindia belanda,-1,Negatif
jokowi main actor kerusakan negara,0,Netral
semoga orang dilindungi allah swt allah prabowo lindungulah mudahkanlah urusan,2,Positif
sakit mendengarkan suarasuara orang jujur mulia iniamarahku memuncak bayangan muka jokowi melintas bayanganku terimakasih orang orang jujur,1,Positif
urusaja bawa rakyat indonesia nati ujungnya aduh ditangkapnya susah namanya belut putih licin bahh,-2,Negatif
jaman jokowi presiden parah rakyat tertindas hukum tajam tumpul,-3,Negatif
menyimak diskusi indonesia habitat orang amanahjujur,-1,Negatif
tertipuuu wajah lugunya,0,Netral
mata uang gebokan,-1,Negatif
reza halid raja minyak ditangkap silfester jabatan kejaksaan berbuat,0,Netral
kondisinya jabatan back up partai naif teralalu berani memukul langsung mafia langsung dijatuhkan berbuat bangsa contohnya ahok sudirman jkw lemah mafia koruptor letak kepintarannya pembangunan bangsa jkw sengaja membiarkan lumayan orang inging menggulingkan,-2,Negatif
tugas prabowo menutupi kekurangan jokowi,-2,Negatif
semoga prabowo berani mafiakita dukung penuh prabowo,1,Positif
mari doakan semoga pemimpin kali dierikan kekuatan kemudahan kesabaran keteguhan iman perlindungan memberantas korupsi indonesia wni moment semangat menyerah,0,Netral
mudan prabowo sehat,0,Netral
mahkamah konstitusi reformasi jadian papa saham,-1,Negatif
berpikir sebersih sepositif rakyat mantan kepala negara kerusakan sistemis pertontonkan membuka hati nurani pendukung mulyono iniagar sadar kecuali makan hidup potongan kue,-1,Negatif
bravo mahfud md,0,Netral
informasi sudirman said novanto r chalid orang kuat jokowi melindungi ss berhadapan dngn orang susah jangkau bergabunginidikasi arahan jokowi meneruskan that is clear,-2,Negatif
film equalizer solusi mafioso,1,Positif
haa presiden tersandra mafia,0,Netral
jokowi tahanan partai emak dilakukn,0,Netral
perbincangan mahal didengarkan masyarakat indonesia kuatnya mafia sumber negara inisampe pimpinan tertinggi negara gamang gelisahparah bukannegara kendali mafiabraderkayak film konspirasiuedyannn prof mahfudpak sudirman saidsehat selalusemoga allah swt melindungi indonesia mafia mafia laknatulloh alaihim,-1,Negatif
mahmud md menjabat diam baeeee,0,Netral
setuju mahfud menkopolhukam komen,0,Netral
pendidikan mental anti korupsi prof sanksi berat koruptor perampasan aset,-2,Negatif
mantap mahfud sehat,1,Positif
bingung orang eks pemerintahan berani mengomong menjabat watak orang indonesia suka mengomong kejelekan orang dipakai,-1,Negatif
allah lindungilah orang jujur mencintai republik negeri inisangat begal anggaran kuat gagah perkasa orang jujur benernya,2,Positif
mahfud sudirmasikat koruptor kelas kkp,-1,Negatif
lanjutkan mahfud bongkar,0,Netral
mahfud menteri diam berani bongkarbongkarapakah takut,0,Netral
aliran abah yaman,1,Positif
orang sudirman said diberhentikan menteri esdm presiden kehendak ketum partai pengusung presiden sudirman said dianggap saingan kabinet sudirman said kandidat penantang ganjar pranowo partai presiden orang presiden boneka partai partai kuat pimpin ketum abadi,4,Positif
mendengar sudirman said beliau menyebut presiden kepala negara salah presiden kepala pemerintahan kepala negara beda pemerintah negara setahu indonesia kepala negara presiden kepala negara memeriksa presiden polisi tni kejaksaan aparatur negara pie iki,2,Positif
episode bongkar dosa mulyono pembantu,-2,Negatif
jujur walikota solo bersih,1,Positif
bapan pemeriksa keuangan mahfud didalam sistim hukum kemana koar basiiiiiii,0,Netral
tua jokowi tidur nyenyak,-2,Negatif
presiden beres salah rakyat turun tangan,1,Positif
tolong keuntungan rakyat miskin,0,Netral
orang pintar mikir bangsa jadikan pejabat,-1,Negatif
efek karma jokowi membicarakan keburukan berakibat fatal nkri,0,Netral
daya rusaknya sungguh negara jokowi tanggung,-1,Negatif
keluarga terancam hingar bingar tebak buah pisang,0,Netral
mix feeling banget dengar fakta percaya jkw sadar memilih beliau beliau bersih berkhianat setega semudah runtuh dihasut setan rakus tamak memilih pualiiiing sakit hati jkw ditangkap mempertanggungjawabkan kejahatannya,-2,Negatif
sumpah rakyat mafia,-1,Negatif
hebat yaseseorang kuatsampai negara berdaya,1,Positif
pantaslah negara rakyat menengah kebawah sulitkarena kuasai orang ber uangorang kuasa mafia,0,Netral
jokowi,0,Netral
semoga allah melindungi bapack podcast harap bangsa dipimpin orang amin rabbal alamiin,1,Positif
cerita uang mavia uang makannya tundukan uang,0,Netral
mentalnya joko tahupantaslah ternak melindunginyakena tipu rakyat,0,Netral
setuju,0,Netral
mohon maaf orang bodoh arti pernyataan luhut menit mohon bantuan pencerahan,0,Netral
mhapud pertamina sistem menghindari korupsi sistemnya kwalitas pertamina pertamina uangnya karyawannya orang pertamina dibatasi kekayaannya sistem otomatis memperbanyak karyawan uang pertamina,-1,Negatif
r r resmi r bayangan r bayangan no,3,Positif
keren niefair banget,1,Positif
bosan kasih pencerahan prof menonton anak muda bagus bangsa,-3,Negatif
riza khalid koruptor mafia tamu undangan super vip pernikahan anak mulyono,-1,Negatif
masyarakat diam mengawasi,-1,Negatif
podcast memuji luhut dibantu nih,1,Positif
takut riza khalid korupsi tangkap diadili orang banding rakyat,-2,Negatif
masya allah prof channel youtube subscribe prof tanda mendukung prof kagum prof kekaguman cepat sha allah kelak prof jalan kagum prof,1,Positif
tempo bocor alus suri periode nih,-2,Negatif
jokowi kompromi koruptor,0,Netral
mohon maaf mahfud menjabat menkopolhukkam menyuarakan kesalahan pemerintah gebrakan hukum hukum indonesia pulih,-1,Negatif
subhanallah alhamdulillah allah akbar sehat walafiat amanah bertugas negara korupsinya rakyat miskin,2,Positif
semoga allah melidungi orang,1,Positif
mafia migas kelas beking polisi berbintang pejabat korupsiwaktunya rakyat bergerak,-3,Negatif
dendam dirman sakit ati,-3,Negatif
setya novianto menaklukan jokowi kalah tiang listrik,-1,Negatif
benci roki gerung kritik jokowi percaya roki gerung terima kasih terang paham jokowi,1,Positif
ngeri kali obrolan,-2,Negatif
lawan politiknya,0,Netral
tangkap lamaaa duh,-2,Negatif
sayang jokowi jujur rusak orang serakah,0,Netral
coba simak dengar telaah bicara orang daging daging steik impor pastinya mahal danpengetahuan pelajaran berbobot tahukah setnov rezakhalid maaf salah orang awam mengerti hukum,3,Positif
pemimpin qodarullohnya allah semoga presiden kekuatan indonesia negara maju adil makmur,4,Positif
jokowi badannyadi tiup angin melayang lokok marah benarhaha sifat aslinya,-3,Negatif
terbuka bicara partai but we are really understood that i will the same,0,Netral
pantesan indonesia rakyat kecilnya kebelangsakhasil buminya habis korupsiin teruskalo olah negara hasil bumi berkepala juta perbulan kerja hasil tambang ajbelum lainkaya banget indonesia initapi kenyataannya perkepala hutang juta hutang negara aneh pemimpin salah negara inisampai rusaknya negara azab tuhan apalah,0,Netral
no permasalah negeri pendidikan ditata arah didikan mesti benerin berloma lomba pintar cari uang dididik manusia berbudi pekerti luhur lelah mencintai indonesia fakta lapangan lelah fundamental pendidikan sarang korupsi masuk sekolah negeri sistem memaksa jalur bayar,-4,Negatif
reza chalid tangkap bernyanyi,0,Netral
orang kerja menyalahkan orang,1,Positif
koruptor sekelas rizha chalid setya novanto dll tangkap massa melepas anak istri koruptor patut tangkap massa koruptor dilindungi negara undangundang meringankan hukuman koruptor bikin undangundang dewan perwakilan rakyat notabene kepanjangan tangan koruptor,-4,Negatif
kumpulan,0,Netral
termul terima bilang orang sakit hati,0,Netral
statement roky gerung,0,Netral
riza chalidmembiayai anis kampanye,1,Positif
cocok wowo pasangan prof,0,Netral
intinya pejabat manapun pengin terbaik menjabat ketemu oligarki jiwa duniawi mengalahkan oligarki menguasai demokrasi nama,0,Netral
jokowi berbagi tugas prabowojokowi bubarkan petral n prabowo tangkap riza chalid n presiden penjarakan riza chalid,0,Netral
indonesia mencintai indonesia hebat hebat ilmunya hebat integritasnya mahfud said hebat semoga peran mengendalikan negara,1,Positif
krisis moniteritu koruptor,-1,Negatif
paham mendengarkan podcast coba search papa saham,0,Netral
semoga psudirman said pmahfud lindungi allah panj umur sehat,1,Positif
warga negara indonesia memiliki kewarganegaraan riza chalid memilikinya,0,Netral
panjangkan umur berkah kaum intelek hamba allah memegang teguh amanah diskusi optimis anak cucu keturunan pendidikan adakan study banding negara kisahnya negara terapkan pendidikan indonesia jangka generasi muda bangsa riza chalid luhut manusia merusak harkat martabat bangsa allah lindungi bangsa negara generasi penerus istikamah teguh jihad menegakan kebenaranmu amin,4,Positif
daya rusaknya dahsyat,0,Netral
raja minyak lubung burik,0,Netral
jkw bag mafia migas salah occrp menobatkan salah terkorup didunia,-3,Negatif
mahfud sehat terang benderang,-1,Negatif
bruce wilis nyasar dunia politik indonesia,-2,Negatif
surakan arti kejujuran kebenaranslalu lindungan allah swt bp bp orang,2,Positif
hati hati lugu mengerikan,0,Netral
kah setnov reza chalid,0,Netral
reza khalit setnov berjaya zaman surabaya jokowi orang kuat uang nya bayar buzer kelas anggota dewan perwakilan rakyat kelas percaya rakyat bersatu termakan buzer dukung prabowo orang pemerintah selipkan mantan tni nya meraih kekuatan pemutusan korupsi,-3,Negatif
jokowi persiden cendana reza cholik bekecimpung migas mega mati tersandung ketum pdip jokowi kacung pdip mega langkahi jokowi mega livik pulau dijual aset negara fitnah jokowi salah tersangka permainan gembong koruptor cuci tangan kotor jokowi fitnah menjijikan,-3,Negatif
hm,0,Netral
ahok,0,Netral
rakyat sebenar paktapi pembicaraan,0,Netral
berharap prabowo terpengaruh jasa politik jokowi,-1,Negatif
obrolan mahfudz sudirman said tercermin dipimpin orang plin plan konsisten bohongnya tanda orang munafik berbahaya,-2,Negatif
adilan tegakan jokowi bersalah wajar periksa orla orba tersandung hukum fitnah jokowi menjijikan rakyat ri bodoh bohongi jokowi salah wajar penjara hukum mati irla orbs duluan korupsi berantas jokowi tersangkapun menjijikan,-6,Negatif
orla orba merdeka kenapatak gubris bahas korupdinya jokowi menjabat penguasa kacung mega pdip,1,Positif
negara rusak mulyono,0,Netral
semoga tiket surga jalur wni terzolimi mafia pejabat korup amin,-4,Negatif
mahfud md semoga sehat syaa allah rakyat indonesia pintar,1,Positif
bingung bilang menkopolhulkam menjerat target diringkus dimana masuk agenda,-1,Negatif
adili jokowi,0,Netral
jokowi aslinya baikjujur kena cemar negatif orang kepentingan segelintir orang opung libu banteng dllmakanya dipengaruhi otaknya orang kapolri lompat angkatan bertahan sekian,-4,Negatif
jokowi kejahatan melindungi penjahat berapiliasi,0,Netral
pemimpin takut pelaku kejahatan kuruptor mengintervensi mentri pemimpin meninggal jejak melindungi kejahatan,-1,Negatif
korupsi sumber utama bangsa indonesia orang bersih berintegritas rekam jejak terpilih pejabat politik,-3,Negatif
mahfud menkopolhukam berani bongkar mafia minyak,-2,Negatif
pemerintahan kerja buka menggonggong,1,Positif
orang batasnya kejayaan kuwat simbah becik ketitik olo ketoro hebat pinternya berbuat jelek peribahasa pintar bajing meloncat jatuh,-1,Negatif
monggo tinggal berani orang salah melawan orang salah kelihatanya bangsa indonesia kuat orang,-1,Negatif
jokowi menjabat tersandera partai,0,Netral
prof mahfud cocok mentri kabinet prabowo berhubung banteng suruh duduk manis prof ngikut beliau ngikut bantengsayang banget mentri jujur kabinet aktif,-3,Negatif
mahmud semoga jalan lihat orang jenius pintar,1,Positif
nama ditersangkakan seterbuka berhati hati berkuasa,1,Positif
perputaran uang pertamina orang ahok anggap orang masuk lingkaran pertamina tergoda,-1,Negatif
semoga diskusi disaksikan orang jujur sadar sikaptanggung dipertanggung jawabkan dunia akheratterutama pejabat rakus kekuasaan rakus uang haram,-1,Negatif
allahhuakbar,0,Netral
bukalah pakai,0,Netral
mahfud,0,Netral
estafet kepemimpinan teruskan p bowo inti mafia kepemimpinan boneka,-1,Negatif
rakyat menekan penangkapan riza halid bongkar mafia negara pengadilan rakyat,-3,Negatif
mahfud menjelekkan jokowipadahal membantu,0,Netral
mantap mengedukasi rakyat waras cerdas,1,Positif
mulyono takut mafia bolone mafia,-2,Negatif
ahok mengomong pertamina,0,Netral
jahat jokowi sebenar merakyat culun berhati bengis orang jjr,-2,Negatif
cocok beliau menteri esdm kabinet merah putih,-2,Negatif
md sudirman pemadu acara pebhelasan sudirmab sabgat beruntegritas denian md juncinya persiden top manajemen dicurigai koruptor kintribusi kampanye sehungga tindak diabaikan apapun staf jujur iklas profesional sepwrti sudirmab said iini ditendang menutut coba gebjar membahas mengkampanyekan politik pakai uang debgan sisualisasi langsung daerah daerah bertemu langsung masyarakat makan biaya kamoabyrkan medua online media lainya saty pilih langsubg du tps pilih online harapan figur yb bersih berintehritas perjuangkan oemimpin terpilih orang seowrti bpak berdua bertindak persiden tersandra,4,Positif
kesimpulannya salah beban jokowi jokowi menyelesaikan lihat jokowi dimusuhi freeport bermusuhan jokowi ormas khilafah bermusuhan jokowi pemain akrobat pensiunan tni model gatot nurmantyo endegeng bermusuhan jokowi menambah riza chalid setya novanto keteter jokowinya kerja tupoksi baikbenar negeri dibangun jagoanjawaraksatria butuh,-3,Negatif
orang jujur orang lugu kuat bisikan menyesatkan mafia trik sugesti menjebak,-1,Negatif
resiko presiden keamanan keluarga terancam urusan mafia,0,Netral
parbowo bagusnya rangkul orang orang contoh mentri esdm menkopolhukam nyali bongkar mafia mafia dalm negara,-4,Negatif
bahasa bekas pembantu membongkar kebusukan mantan majikannya kerja majikan makanan majikan mulutnya diam pretttt,-4,Negatif
prabowo the best,0,Netral
uu perampasan aset perangkat hukum hukumannya koruptor nkri bebas korupsi jokowi enggan memberantas korupsi mafia migas mafia migas mengancam jokowi membeberkan ijazah palsunya he he he,-7,Negatif
diomongin,0,Netral
mafia migas kelas kaleng kaleng menjamur menjalar kemana,-2,Negatif
setya novanto ketua golkar,0,Netral
ayolah yuk brantas mafia rakyat,0,Netral
semoga allah menjaga pemimpin negeri berniat,0,Netral
orang tua kebanggaan,-1,Negatif
mendengar jokowi lihat jokowi fakta mafia migas petral bubarkan jokowi,-1,Negatif
jokowi,0,Netral
fungsi kontrol legislatif kebijakan pemerintah berjalan mustinya partai pengusung pendukungnya pertanggungjawabannya tuh,1,Positif
heran partai pengusung pendukungnya kebanyakan rakyat indonesia memilihnya tertipu penampilan calon pemimpin,1,Positif
pemerintah diam,0,Netral
mahfudterus terangdan terang,0,Netral
orang jelek lingkungan tekanan doa terbaik indonesia,0,Netral
pecat pade eksis membela negeri pandangan politik berjalan hormat,-2,Negatif
pelajarannya pemimpin sulit mengambil kebijakankeputusan seringkali tergantung pembisiknya niat hatinya murni terkadang pelaksanaannya keliru salah mempertimbangkan informasi masuk pemimpin manusia salah dosa disengaja disengaja malaikat,-2,Negatif
rizal jmn soehartosudirman berani,0,Netral
gusdur negara penakut,0,Netral
sudirman said cocok mengganti bahlil,0,Netral
kesel jokowi oalah sayang banget perusak negara menambah rusak negara bebasnya gibran wapres pantesan ajasama main laknatullah,0,Netral
betapa sulitnya menangkap orang jahat berduit negarapun kewalahan mafia mafia,-2,Negatif
biasalah mantan mengomongkan majikansemasih majikan fain fain dipecat mengomong gono menjelekkan,-2,Negatif
mulut bocor kasar nih abdulcerita dongeng bahlul,-3,Negatif
dewan perwakilan rakyat isinya wakil rakyat wakil partai ubah uunya caleg jalur independen akarnya khusus indonesia tuntutan demo tuntutan tambal sulam contohnya demo melahirkan reformasi,-3,Negatif
